code, width, action, veg, votes, height
p99*v<v>4d,22,sell,Marrow,2988,   1.98
d53*v<i>9u,12,sell,Turnip,247,   1.92
w44*i<c>9e,7,sell,Swede,238,   1.65
a85*s<s>0a,6,sell,Mooli,790,   1.81
f45*v<i>7m,11,sell,Yam,1839,   1.93
w95*g<u>8u,23,sell,Turnip,1304,   1.91
w63*e<k>4t,13,buy,Marrow,2274,   1.89
j90*j<y>1d,9,buy,Corn,755,   2.03
l69*q<c>7j,9,buy,Marrow,847,   2.04
a72*r<q>1o,7,buy,Kale,302,   1.98
b08*n<q>0y,17,buy,Potato,603,   1.93
t04*l<p>8k,20,sell,Marrow,1834,   2.01
h84*y<v>8i,24,buy,Marrow,1974,   1.50
l12*d<o>4i,17,sell,Marrow,478,   2.11
k12*x<j>6e,19,sell,Swede,2836,   1.83
x01*i<u>3i,10,sell,Kale,1938,   2.13
o44*y<h>8m,9,sell,Cabbage,1709,   2.00
O48*z<z>9d,20,sell,Corn,2211,   1.84
x06*e<eK3u,19,buy,Potato,541,   2.02
k19*q<s>3r,22,sell,Sprout,2771,   1.87
p46*y<o>9b,16,sell,Leek,349,   1.82
j41*f<f>9y,19,buy,Parsnip,1575,   1.20
a88*j<o>0s,9,sell,Swede,2717,   1.75
h20*l<q>6p,7,sell,Marrow,2400,   0.86
e90*x<e>8y,22,buy,Corn,2249,   1.83
v39*j<f>0e,18,sell,Corn,840,   1.23
y27*s<x>3o,8,buy,Cabbage,2457,   2.14
r94*c<u>7u,8,sell,Pea,1712,   1.73
u33*r<o>0c,7,buy,Leek,1815,   1.22
m25*f<5>5e,8,sell,Parsnip,1196,   1.63
o37*l<a>5u,16,sell,Potato,2290,   1.14
u<3*c<x>0t,20,sell,Sprout,243,   1.05
f09*c<f>4v,18,sell,Mooli,2318,   1.88
c98*h<m>0d,5,sell,Broccoli,1018,   2.02
f54*u<k>2b,10,buy,Parsnip,1598,   1.87
m35*f<p>8t,11,sell,Swede,94,   1.88
n30*w<n>5r,13,sell,Kale,437,   2.09
f23*y<j>8r,15,sell,Cabbage,1824,   2.06
d78*w<t>9s,19,sell,Leek,1263,   1.98
z04*h<e>1v,6,sell,Leek,2746,   2.00
o82*S<m>4w,12,sell,Potato,1486,   2.13
k93*o<x>0e,13,buy,Broccoli,408,   1.06
w09*e<c>7g,7,buy,Pea,2347,   2.01
o34*c<br>7u,17,buy,Swede,1169,   1.86
g44*vZw>9w,15,sell,Parsnip,903,   0.90
z54*c<g>0a,8,buy,Parsnip,1482,   1.82
b91*b<n>d,22,sell,Parsnip,322,   1.90
z42*b<p>7q,7,sell,Cabbage,1909,   2.03
l67*q<y>9z,7,sell,Leek,2191,   1.88
d71*g<n>6w,12,sell,Yam,2765,   1.98
c02*i<7>9f,9,buy,Corn,747,   1.95
t92*g<s>0x,7,sell,Corn,2698,   1.56
f61*n<z>9r,16,buy,Mooli,183,   2.03
t98*u<g>n,19,sell,Parsnip,125,   1.94
o63*g<d>6q,24,sell,Yam,2802,   1.89
k52*b<j>9i,14,sell,Kale,2212,   2.03
n83fx<b>5h,6,buy,Turnip,1896,   1.91
r72*y<l>7m,17,sell,Broccoli,1217,   1.85
u94*i<t>5w,12,buy,Potato,928,   2.15
m67*u<u>2d,11,buy,Yam,2954,   1.43
b11*c<b>3w,16,sell,Kale,725,   1.84
p76*h<e>2q,7,sell,Yam,1268,   1.96
u20*k<g>7g,22,sell,Kale,2841,   1.73
e60*p<w>3s,10,sell,Leek,2990,   1.83
u10*l<h>4b,12,sell,Kale,1913,   2.05
e15*f<l>0x,9,buy,Marrow,1906,   2.01
c76*s<p>8i,23,sell,Cabbage,908,   1.85
w55*v<j>2z,21,buy,Okra,2119,   0.87
g740*r<w>3m,14,buy,Potato,2086,   1.99
i78*x<w>6q,23,sell,Parsnip,2699,   2.02
b58*o<(>8t,8,buy,Parsnip,2196,   0.84
y39*z<e>8n,5,sell,Swede,1953,   1.60
g47*l<n>0p,6,sell,Leek,2700,   2.04
t95*q<q>8l,6,sell,Kale,2735,   1.81
x47*h<c>1a,15,sell,Potato,1112,   2.00
b93*s<lj2u,11,sell,Potato,1314,   1.92
g35*j<o>5l,11,buy,Leek,2641,   1.32
t11*g<a>5b,12,sell,Marrow,2981,   1.87
j16*h<a>4i,11,sell,Sprout,2777,   1.85
e21*d<r>8i,13,sell,Sprout,1795,   1.82
l59*q<k>5d,6,sell,Swede,2703,   2.03
m56*z<j>1p,7,sell,Swede,2714,   1.99
n65*n<l>9r,5,sell,Marrow,2994,   2.11
a05*y<c>8z,11,sell,Turnip,620,   2.04
r46*w<m>5x,9,sell,Kale,1770,   2.01
n91*r<a>6f,17,buy,Leek,181,   1.85
r44*x<b>9f,14,sell,Corn,1501,   1.55
f26*n<g1e,10,sell,Kale,95,   1.91
x61*u<c>3w,10,buy,Okra,1967,   2.13
q81*q<k>6y,9,sell,Squash,453,   2.10
c94*x<c>0d,9,sell,Cabbage,2951,   2.06
k92*g<a>6k,19,sell,Yam,2389,   2.13
z36*m<c>1o,10,sell,Broccoli,387,   0.83
t03*c<j>6i,16,sell,Parsnip,1242,   2.03
i39*a<n>9x,7,sell,Yam,2917,   1.97
u31*x<y>9l,7,sell,Leek,120,   1.82
c61*h<a>8y,11,sell,Okra,723,   2.00
q47*h<a>1m,10,sell,Turnip,504,   0.91
d49*i<h>4c,12,sell,Turnip,1687,   2.10
h20*e<w>7c,9,sell,Sprout,51,   1.86
q93*i<p>6w,12,sell,Yam,977,   2.07
y50*y<x>1x,18,sell,Marrow,2477,   2.12
k25*k<n>7k,21,sell,Sprout,2920,   2.09
c68*b<i>9o,24,buy,Potato,2200,   1.66
d22*i<l>4j,10,sell,Parsnip,548,   1.05
k03*w<m>4a,20,buy,Carrot,1672,   0.86
d07*k<h>6o,8,sell,Marrow,180,   1.02
k62*a<r>k,11,sell,Marrow,1725,   2.10
r58*c<x>2a,23,sell,Parsnip,2126,   2.09
c00*o<j>0s,6,sell,Potato,2495,   2.05
x12*x<e>7g,21,buy,Cabbage,528,   1.89
g15*k<x>1q,23,sell,Kale,2350,   2.04
a40*u<m>6y,23,buy,Mooli,1297,   2.13
x33*u<h>9j,11,sell,Kale,140,   0.79
p16*i<a>9q,24,sell,Marrow,334,   1.99
p39*m<x>7n,18,buy,Pea,2482,   1.48
v09*n<e>1y,7,sell,Marrow,2446,   2.04
q44*b<i>0y,6,buy,Swede,2944,   2.11
f65*s<p>1o,7,buy,Marrow,244,   2.07
z19*s<p>0u,20,sell,Onion,2551,   1.87
r73*v<f>3b,10,sell,Cabbage,678,   2.07
r13*f<z>6m,8,sell,Parsnip,1578,   2.05
v34*p<b>2z,9,sell,Mooli,539,   2.03
f13*g<c>5y,13,sell,Cabbage,896,   1.86
a24*a<s>5j,24,buy,Parsnip,2759,   1.81
p26*q<z>9f,6,buy,Parsnip,1430,   1.96
t65*d<z>6d,21,buy,Kale,1946,   2.11
t83*s<q>7u,12,sell,Beetroot,1724,   1.90
m20*n<i>6b,8,sell,Okra,491,   1.92
w29*b<y>1l,23,sell,Potato,2647,   2.07
v34*l<G>1i,10,sell,Kale,2445,   2.03
w07*v<t>4g,20,sell,Mooli,2112,   2.03
i98*t<x>3k,6,sell,Potato,2989,   2.10
l32*g<m>8e,11,buy,Marrow,2964,   2.01
v83*h<a>6v,5,buy,Okra,2288,   1.36
t09*o<i>5p,11,sell,Sprout,2297,   2.13
d38*i<l>5b,10,sell,Potato,2228,   1.97
13*e<b>4n,11,sell,Beetroot,2118,   1.92
z35*n<d>3m,5,buy,Marrow,374,   1.88
o41*k<o>0h,8,sell,Marrow,555,   0.78
a37*y<y>6w,12,buy,Potato,1182,   2.13
z82*a<p>8l,6,sell,Swede,355,   2.03
c20*s<y>3c,8,sell,Kale,2655,   1.93
n74*i<d>5p,12,sell,Turnip,2528,   1.91
s04*m<r>4x,9,sell,Leek,2656,   2.04
a17*e<c>7z,12,sell,Sprout,1803,   2.05
y57*d<i>7x,15,buy,Kale,2970,   1.87
b96*h<b>8a,8,buy,Marrow,1656,   2.05
n95*d<r>7b,8,sell,Mooli,1936,   1.75
y31*c<g>2i,12,buy,Yam,2321,   1.91
o84*z<v>6m,6,buy,Parsnip,1652,   1.86
d51*a<o>3k,9,sell,Turnip,2289,   0.99
x07*e<s>5m,5,buy,Kale,2943,   1.30
s29*q<g>9x,11,sell,Yam,2172,   2.12
e36*k<hL0v,7,sell,Squash,294,   2.08
f11*w<f>5d,21,buy,Marrow,270,   1.24
i15*r<q>9k,8,sell,Leek,2139,   1.88
j83*t<r>5y,8,sell,Parsnip,1949,   2.11
a37*n<t>2l,10,buy,Yam,835,   2.00
i08*x<g>8o,12,sell,Parsnip,2832,   1.84
w83*p<k>9p,10,buy,Swede,2428,   2.05
h48*o<b>1t,10,buy,Turnip,770,   1.22
x58*s<p>0e,5,sell,Turnip,105,   1.90
k27*t<l>6g,12,sell,Marrow,302,   1.36
q31*g<F>9z,19,sell,Okra,2494,   1.94
d02*n<z1m,19,sell,Pea,521,   2.10
p41*o<p>9k,20,buy,Kale,2685,   1.23
i37*n<w>5i,5,sell,Potato,837,   2.08
b61*p<y>2q,17,buy,Turnip,370,   2.09
x21*v<f>4h,6,sell,Turnip,2188,   1.97
j62*c<u>1j,22,sell,Swede,2038,   2.04
b16*r<t>7z,10,sell,Okra,2968,   1.05
m01*o<h>5h,16,sell,Pea,2789,   1.86
n24*r<s>1q,21,sell,Cabbage,607,   1.96
u16*r<x>8k,10,buy,Marrow,1915,   1.97
e17*u<k>8g,23,sell,Onion,2176,   1.99
k17*z<m>1p,5,sell,Corn,859,   2.15
p48*w<g>4u,8,sell,Mooli,879,   2.13
m57*y<jf9h,24,buy,Okra,2099,   2.07
u77*p<q>7m,7,sell,Kale,2614,   1.87
o68*y<p>7q,5,sell,Sprout,667,   1.98
y34*i<x>7k,11,sell,Leek,138,   2.10
b35*n<n>8g,12,sell,Turnip,2810,   1.88
385*n<r>1j,9,sell,Swede,1994,   1.84
c40*z<l>7x,12,buy,Yam,2545,   0.84
d20*s<l>4f,8,buy,Potato,2702,   2.12
s38*e<j>8t,6,sell,Okra,2504,   1.86
v26*w<p>3q,11,sell,Parsnip,817,   1.84
o43*a<x>4h,5,sell,Turnip,2807,   1.98
y64*h<w>7a,11,sell,Yam,1,   1.96
u48*j<f>5l,10,buy,Swede,2001,   1.94
w48*v<f>1k,18,buy,Marrow,2007,   1.94
z1]*m<m>6y,19,sell,Kale,1789,   1.79
v08*o<n>2i,19,sell,Kale,777,   1.18
k28*f<g>2o,8,sell,Potato,678,   1.83
m32*b<t>7m,6,buy,Broccoli,945,   1.83
w94*j<i>6a,8,sell,Corn,2219,   2.02
j68*i<y>9l,24,sell,Corn,930,   1.86
t35*l<r>0z,20,sell,Leek,1077,   0.77
g44*e<v>2d,23,sell,Potato,454,   1.86
w12*w<j>0f,5,buy,Pea,1350,   2.12
l09*i<a>5l,17,buy,Yam,1186,   2.09
i01*k<f>7z,24,buy,Swede,1997,   1.92
781*n<w>6a,7,sell,Carrot,2261,   2.06
s58*f<v>4i,5,buy,Swede,2252,   2.01
z97*c<z>7t,13,sell,Kale,1090,   2.01
094*r<w>5f,17,sell,Mooli,1530,   1.90
f95*b<m>1d,9,sell,Broccoli,214,   1.94
j69*d<i>2c,19,sell,Cabbage,2510,   0.97
w57*d<j>Ac,13,sell,Broccoli,2686,   1.12
u47*z<b>9f,9,sell,Onion,2467,   2.11
z86*a<d>4s,18,sell,Cabbage,2407,   2.00
j76*c<k>0d,6,sell,Okra,736,   1.97
o58*r<m>9w,8,sell,Yam,2539,   1.85
a62*e<f>2t,19,buy,Marrow,850,   1.58
b40*v<n>2e,17,buy,Potato,703,   1.49
c01*n<e>0u,23,sell,Leek,2237,   1.55
h03*e<i>6w,15,buy,Corn,77,   2.13
j75*j<e>2y,21,buy,Marrow,141,   2.05
s36*t<e>5z,7,sell,Okra,1259,   2.12
Va73*j<k>1m,5,buy,Leek,1146,   1.91
p32*n<k>2z,19,sell,Swede,2974,   1.83
c04*p<i>7d,20,sell,Swede,12,   1.84
x63*p<q>7b,5,sell,Cabbage,1840,   2.09
k86*w<x>3b,23,sell,Marrow,495,   1.91
g57*p<k>9r,13,sell,Kale,2732,   2.01
h49*d<d>3d,6,sell,Beetroot,2545,   2.15
g33*u<e>2w,5,sell,Kale,1392,   1.96
t87*s<n>5t,10,sell,Carrot,60,   1.89
p96*u<z>Yc,9,sell,Cabbage,1838,   1.81
j33*g<r>9q,17,sell,Marrow,2669,   1.94
e40*v<o>0v,10,sell,Potato,2477,   1.88
f65*z<j>4z,11,sell,Broccoli,1379,   1.29
j07*e<b>9a,8,sell,Leek,2739,   1.23
n15*f<i>8a,5,sell,Onion,248,   1.95
i04*c<u>6e,7,sell,Mooli,1162,   2.15
r32*z<f>4i,10,buy,Cabbage,2586,   1.94
i14*c<r>5w,9,sell,Swede,698,   1.92
l52*a<w>2q,12,sell,Marrow,65,   2.12
k27*t<v>5x,17,buy,Cabbage,366,   1.83
i94tq<l>4y,22,sell,Corn,203,   1.93
q04*i<m>6h,17,sell,Marrow,2925,   2.01
j01*q<g>Sr,8,buy,Parsnip,2822,   1.86
e39*s<e>2r,18,sell,Marrow,1077,   1.95
f91*u<z>7m,21,sell,Parsnip,1786,   2.02
f91*i<n>6m,22,buy,Marrow,416,   0.89
t29*m<k>9f,24,sell,Corn,2457,   1.86
k03li<x>3m,20,sell,Kale,2594,   1.98
x19*a<z>1p,11,buy,Okra,2854,   1.73
h92*v<n>1b,11,sell,Parsnip,891,   1.95
y85*k<b>3l,5,sell,Marrow,1427,   2.06
a38*y<z>1k,17,sell,Parsnip,2817,   1.93
v33*l<r>0d,6,sell,Parsnip,2160,   1.94
g16*m<f>6q,9,buy,Cabbage,2114,   1.96
g92*r<l>1v,7,sell,Turnip,2694,   1.94
t43*v<s>8l,10,sell,Corn,764,   1.96
l09*f<y>0v,8,sell,Kale,1754,   1.87
l34*o<g>0e,24,buy,Sprout,1145,   1.88
g27*c<b>1n,7,buy,Swede,840,   1.97
w17*a<j>2v,10,buy,Potato,32,   1.04
y]6*r<n>6e,5,sell,Cabbage,1790,   1.67
t76*p<e>1f,9,sell,Kale,757,   1.85
q96*u<g>5f,10,sell,Pea,1568,   1.92
b28*y<x>0o,23,sell,Leek,892,   0.95
l52*w<j>0t,13,buy,Potato,2763,   1.83
d88*m<p>4v,7,sell,Mooli,902,   2.00
e10*o<f>9u,23,sell,Carrot,717,   1.83
e88*z<r>2m,12,sell,Swede,285,   1.58
q16*b<f>5v,14,sell,Broccoli,2985,   1.88
w42*o<k>4z,14,sell,Mooli,2971,   0.81
q13*l<v>0c,19,sell,Turnip,2547,   2.06
l95*x<g>6k,21,buy,Potato,2181,   1.99
k91*z<b>6j,8,sell,Cabbage,335,   2.08
a67*l<c>6s,8,buy,Leek,2366,   1.24
t05*c<d>0s,5,sell,Potato,464,   2.14
c73*o<q>4m,8,buy,Marrow,450,   1.73
o38*r<v>7r,8,sell,Potato,1802,   1.85
s52*u<u>6l,16,sell,Kale,1698,   2.06
s43*t<w>6l,8,sell,Cabbage,398,   1.91
z8U*s<i>9r,11,buy,Pea,1670,   2.10
c61*v<t>5u,15,sell,Marrow,1913,   1.93
o87*z<r>4t,21,sell,Okra,2069,   2.02
g25*h<l>4x,7,sell,Kale,1958,   1.86
q10*h<n>6i,21,buy,Mooli,279,   1.91
i33*i<k>4j,8,sell,Mooli,357,   1.34
z04*y<p>6v,17,sell,Parsnip,1880,   1.40
k234*a<j>2j,11,buy,Broccoli,1198,   1.99
u48*h<k>9c,7,buy,Kale,2952,   2.09
b33*z<n>2o,17,sell,Sprout,321,   2.06
m19*g<k>5a,5,buy,Okra,2128,   1.94
s60*h<y>8x,16,sell,Marrow,1083,   1.93
y19*n<d>7f,24,sell,Parsnip,1984,   1.91
p58*r<k>5d,6,sell,Cabbage,2074,   1.56
i54*e<w>6l,21,sell,Cabbage,641,   1.56
o49*n<j>2e,22,sell,Turnip,1822,   1.87
h94*j<g>4j,15,sell,Okra,2078,   1.69
k42*j<m>5r,12,sell,Okra,2789,   2.00
t02*r<f>5z,6,sell,Cabbage,1203,   2.13
d96*y<q>4d,5,buy,Potato,2503,   1.88
q66*w<f>0n,11,sell,Kale,790,   1.99
f29*e<s>0f,8,sell,Swede,1504,   1.06
i#31*q<b>0o,18,sell,Mooli,53,   1.95
m58*t<r>8l,7,sell,Corn,2304,   2.14
x65*s<r>4h,9,sell,Yam,1191,   1.84
o45*v<m>7j,6,sell,Kale,1336,   2.11
d05*q<i>9u,5,sell,Parsnip,1692,   2.00
t8*f<s>5a,18,sell,Marrow,1802,   2.09
k94*s<f>1i,12,sell,Corn,1969,   2.13
b10*x<f>3i,13,sell,Cabbage,2461,   1.97
r96mf<g>1j,17,sell,Cabbage,310,   1.46
o51*k<r>7n,5,buy,Squash,1558,   2.08
m77*h<>4s,8,sell,Broccoli,1508,   1.98
d14*y<z>3v,8,buy,Turnip,2127,   1.93
h64*c<y>3y,5,sell,Okra,1900,   1.22
n94*i<v>0y,10,sell,Yam,200,   1.42
k63*y<r>7n,5,sell,Okra,409,   0.80
g56*t<x>8k,8,sell,Yam,876,   2.09
y51*j<a>1g,5,sell,Broccoli,2425,   1.08
t50*h<m>6z,20,sell,Marrow,760,   1.90
n21*m<g>3h,5,sell,Potato,1564,   1.69
b55*h<i>8s,16,buy,Okra,1366,   1.20
y64*n<v>3l,23,buy,Kale,1295,   1.98
i39*v<k>3a,7,sell,Pea,33,   0.96
r93*j<j>5d,13,sell,Leek,2533,   1.50
f09*u<n>5v,6,sell,Pea,2438,   1.84
t02*k<k>7a,5,sell,Broccoli,1691,   2.00
w93*m<t>4m,9,sell,Turnip,2458,   1.96
g12*m<g>5a,7,sell,Swede,158,   1.88
h40*d<h>7n,8,sell,Kale,765,   1.36
s87*x<b>7s,8,sell,Corn,119,   2.09
h58*a<j>0d,13,sell,Kale,1586,   1.39
m41*<f>3y,7,buy,Parsnip,2743,   2.09
b39*k<e>1m,8,buy,Mooli,2681,   1.62
e60*n<p>7w,15,sell,Parsnip,150,   1.92
j67*t<l>4t,12,sell,Turnip,1598,   1.94
y64*x<e>4n,9,sell,Turnip,874,   1.88
es5*f<h>4f,21,sell,Turnip,125,   2.15
m30*e<y>0r,14,sell,Yam,2662,   1.93
e06*d<v>5n,16,sell,Leek,2458,   0.80
t09*x<v>6c,10,buy,Leek,1936,   2.00
x21*j<e>1n,14,sell,Squash,1799,   1.86
qv5*s<w>7v,11,buy,Marrow,2957,   2.08
l92*j<q>9a,6,buy,Potato,2326,   1.96
n64*w<r>8z,9,sell,Marrow,185,   1.67
u88*j<j>8z,8,sell,Pea,2341,   1.97
u44*i<y>1z,19,sell,Onion,2999,   1.87
a19*i<i>1q,9,sell,Parsnip,2629,   1.89
k23s<o>3z,11,sell,Yam,1712,   1.84
n56*s<a>0n,20,buy,Mooli,13,   1.95
l34*u<l>7v,5,sell,Okra,1785,   0.81
v56*t<r>2f,19,sell,Leek,2965,   1.91
r02*q<u>3c,11,buy,Corn,112,   1.82
y22*p<j>2n,19,sell,Cabbage,270,   1.89
928*r<w>8m,22,sell,Mooli,2929,   1.91
q99*z<c>8e,16,sell,Kale,854,   1.60
y70*i<b>3m,23,sell,Cabbage,64,   1.93
x56*b<g>5f,18,sell,Carrot,660,   2.08
i57*a<v>9n,6,sell,Marrow,145,   2.11
h98*d<g>8k,9,buy,Swede,2808,   1.03
s88*r<y>4a,12,sell,Carrot,2350,   2.14
a05*c<l>4t,24,sell,Marrow,1631,   0.87
y74*e<l>2n,20,sell,Cabbage,520,   1.52
k21*y<y>5a,6,sell,Leek,2245,   2.02
c16*k<c>z0w,17,sell,Corn,1096,   2.10
o14*i<d>1f,9,sell,Marrow,2870,   1.87
b07*r<w>4j,10,buy,Broccoli,1823,   2.08
z25*k<d>9e,5,sell,Turnip,201,   2.02
f07*p<t>6y,21,buy,Marrow,2813,   1.19
y85*y<b>6r,7,buy,Kale,1914,   2.10
q21*g<d>9a,6,sell,Mooli,2991,   1.89
w27*m<d>8k,16,sell,Cabbage,2150,   1.09
y18*b<d>2s,13,sell,Marrow,2117,   1.45
f16*c<l>9i,6,sell,Turnip,1601,   1.92
f34*j<f>6i,10,sell,Parsnip,2742,   1.84
r23*j<l>9y,8,sell,Marrow,2909,   2.04
d71*i<f>9s,13,sell,Cabbage,1166,   1.85
g19*e<b>9t,10,buy,Broccoli,2706,   2.02
e92*q<e>0v,16,sell,Leek,2533,   1.95
m79*g<n>6y,11,sell,Marrow,2880,   1.33
n52*i<h>9w,10,buy,Sprout,2236,   2.13
m43*s<o>0w,21,sell,Kale,2120,   2.09
i21*m<m>1t,20,buy,Turnip,1329,   1.53
j48*c<c>5j,5,sell,Marrow,1876,   1.83
v95*a<*>3m,17,sell,Carrot,1796,   1.31
r98*o<d>2r,20,sell,Marrow,1769,   1.74
t98*e<b>2e,6,sell,Parsnip,2898,   2.06
g05*m<i>Fx,7,sell,Kale,1951,   1.31
c86*w<r>3l,7,buy,Swede,1014,   1.92
z02*c<g>vk,8,buy,Squash,2504,   2.11
k07*w<e>3f,12,sell,Marrow,724,   0.96
z23*w<q>6d,19,sell,Corn,1436,   2.09
e26*m<r>0b,21,sell,Kale,2055,   1.63
s82*q<v>2a,10,buy,Okra,2846,   1.93
x80*k<w>4p,9,sell,Potato,2783,   1.94
q86*n<b>7k,11,buy,Kale,1590,   2.08
q91*aRc>6a,12,sell,Carrot,1079,   2.06
g73*0x<p>1g,16,sell,Marrow,2848,   1.81
t48*n<c>5x,8,sell,Sprout,2591,   2.11
c61*v<f>2b,21,sell,Kale,16,   1.87
y31*e<>4n,13,sell,Sprout,2474,   1.78
c17*o<l>7v,8,buy,Kale,2749,   2.13
e960s<n>1o,10,sell,Kale,2029,   2.07
k87*h<t>7e,7,sell,Pea,2987,   1.82
b85*q<g>8u,10,buy,Cabbage,775,   2.03
j37*z<m>3w,15,sell,Okra,2414,   1.96
u89*w<3>0j,6,buy,Marrow,900,   2.11
n50*t<e>2u,11,sell,Cabbage,516,   1.89
i23*i<p>2d,9,sell,Turnip,1600,   2.09
d73*i<g>1v,6,sell,Parsnip,389,   1.92
o86*o<n>8u,7,sell,Okra,2964,   1.87
c58*j<c>5a,17,sell,Swede,836,   1.72
l58*e<+b>3e,16,sell,Marrow,732,   1.82
z25*y<z>4r,10,sell,Sprout,2343,   1.18
z51*r<j>8u,11,sell,Marrow,2378,   2.15
k14*e<j>8a,21,sell,Onion,2125,   1.86
q14*q<i>2g,13,sell,Beetroot,2318,   2.10
y89*b<f>2v,22,sell,Kale,1942,   1.90
j59*j<m>3z,9,buy,Marrow,2123,   0.89
d68i<n>4s,8,sell,Kale,1281,   1.71
t37*n<s>0q,6,buy,Mooli,1553,   2.12
e19*<v>1j,15,sell,Yam,1006,   2.12
x55*f<c>1x,9,sell,Okra,640,   2.02
u62*d<q>5f,8,sell,Squash,2702,   1.97
r08*e<x>1j,8,sell,Marrow,259,   2.07
g16*a<t>2g,6,sell,Swede,2248,   1.96
f73*h<u>6m,14,sell,Pea,1846,   2.05
d34*p<r>5a,9,sell,Kale,609,   1.48
p56*o<d>3y,11,sell,Potato,2533,   2.11
l32*c<j>5j,10,sell,Pea,637,   1.97
b75*l<z>3q,13,sell,Carrot,1672,   2.05
k15*d<f>2c,12,buy,Swede,390,   1.90
o02*f<y>1h,12,sell,Marrow,1735,   1.93
t90*l<t>4n,13,sell,Okra,2387,   1.10
o36*d<m>2t,21,buy,Parsnip,1835,   2.10
j24*n<e>7u,10,sell,Marrow,317,   1.17
x89*b<b>3t,13,buy,Sprout,52,   2.11
w82*e<x>7n,10,sell,Yam,2796,   2.12
m14*f<m>3d,13,sell,Leek,1247,   1.83
o05*s<u>7g,7,buy,Corn,937,   1.56
u29*l<d>7q,15,sell,Sprout,591,   2.03
o53*y<s>6p,7,sell,Sprout,305,   2.12
q31*y<l>2s,18,sell,Leek,955,   1.86
h50*k<n>5a,24,sell,Pea,2655,   0.75
z09*u<a>1p,8,buy,Cabbage,1361,   1.83
e72*m<x>8f,7,buy,Okra,1835,   2.12
t13*m<l>3d,5,sell,Potato,1429,   2.05
g49*m<q>3x,7,sell,Potato,1140,   2.07
s67*h<u>5s,8,sell,Okra,936,   2.07
i46*d<j>6m,9,buy,Marrow,1782,   1.35
o66*n<c>8k,8,sell,Sprout,1077,   1.95
c4Q*i<j>3b,9,sell,Potato,1788,   1.97
x85*m<x>0z,5,sell,Okra,1086,   2.14
v88*g<u>8x,9,sell,Pea,2633,   0.89
s29*t<w>4n,9,buy,Marrow,1298,   2.12
v63*j<o>8w,23,sell,Kale,1425,   1.99
j86*r<u>3s,8,sell,Cabbage,2282,   2.08
n09*n<f>9e,5,sell,Parsnip,2171,   1.95
h89*c<w>9y,10,buy,Yam,2650,   2.07
l31*n<s>6r,15,sell,Potato,1607,   2.12
e95*r<r>4a,18,buy,Marrow,2231,   1.09
o83*o<q>9j,13,sell,Beetroot,1816,   1.94
wZ5*q<u>2y,20,buy,Leek,2460,   1.85
v46*z<a>6g,12,buy,Swede,2109,   1.92
h52*t<a>5u,17,sell,Carrot,2461,   1.94
h11*i<j>0w,21,sell,Swede,2787,   1.92
i01*c<z>7f,7,sell,Kale,2550,   0.83
q23*b<b>8t,15,sell,Yam,996,   1.20
t64*x<k>0u,16,sell,Kale,610,   1.78
k10*c<i>5j,15,buy,Mooli,648,   2.12
z13*i<f>8v,14,sell,Kale,579,   1.83
j21*s<w>0h,14,buy,Potato,984,   1.91
p19*x<t>5s,19,buy,Beetroot,2363,   1.85
c66*v<x>1o,10,sell,Marrow,2240,   1.71
y90*i<a>6e,6,sell,Mooli,2839,   2.11
w43*s<n>7f,19,sell,Kale,1132,   1.68
k11*p<v>6s,11,sell,Potato,1061,   1.95
p36*g<j>2l,10,buy,Parsnip,2531,   1.89
s06*g<Oc>1o,8,sell,Yam,1245,   1.95
y29*i<i>6a,7,buy,Turnip,2432,   1.89
w93*k<f>1n,19,buy,Sprout,390,   2.10
p03*t<f>1n,10,sell,Parsnip,2944,   1.04
a67*s<x>8w,11,sell,Potato,2210,   2.00
n73*f<w>h,12,sell,Parsnip,363,   2.12
o99*e<d>6u,13,sell,Broccoli,2906,   1.85
h66*q<z>3v,8,sell,Yam,1769,   1.84
a63*y<b>8h,7,buy,Yam,1034,   1.64
y14*w<t>9z,23,sell,Parsnip,1005,   1.85
c21*x<g>2y,14,sell,Kale,2911,   2.14
t42*u<m>9t,10,sell,Broccoli,1816,   1.95
x89*j<l>4q,16,buy,Leek,879,   1.98
m11*u<d>6l,23,buy,Kale,719,   2.02
u62*s<v>5t,9,buy,Parsnip,2913,   2.09
s20*k<w>0y,22,sell,Kale,2042,   1.84
r50*e<w>5h,19,sell,Kale,2520,   1.94
c07*f<q>4f,19,sell,Leek,670,   1.34
h10*s<w>0p,10,sell,Turnip,109,   1.94
e59*i<b>4t,12,sell,Okra,1327,   2.07
t75*h<j>8l,10,buy,Swede,2029,   1.84
u12*0<w>7j,11,sell,Sprout,1422,   1.91
k62*2<w>5i,6,sell,Swede,750,   1.25
w36*p<n>5c,5,buy,Squash,868,   2.14
q29*q<j>6b,7,buy,Kale,2896,   1.86
n17*z<p>9s,5,sell,Yam,2947,   1.68
c20*n<d>6q,11,sell,Pea,585,   1.95
h49*t<u>9p,7,sell,Kale,468,   1.86
f12*p<t>8a,21,buy,Potato,813,   1.99
p55*s<e>2s,20,sell,Cabbage,1942,   2.07
g58*a<w>8i,6,sell,Potato,2650,   1.56
f91*s<y>2m,10,sell,Mooli,1315,   1.92
c83*wwb>1m,7,sell,Marrow,2761,   1.91
d49*s<c>7i,11,sell,Mooli,744,   2.12
